Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
1837,Bucky the Beaver,1723,,,,,0,C:\MHOF\Milb\Eastern League\bucky.jpg,http://www.milb.com/content/page.jsp?ymd=20140820&content_id=90538842&fext=.jsp&sid=t522&vkey=,1,,23,,1,,,,
1838,Blooper the Hound Dog,1723,,,,,0,C:\MHOF\Milb\Eastern League\blooper.jpg,http://www.milb.com/content/page.jsp?ymd=20140820&content_id=90538842&fext=.jsp&sid=t522&vkey=,1,,2,,1,,,,
1839,Change-Up the Turtle,1723,,,,,0,C:\MHOF\Milb\Eastern League\turtle.jpg,http://www.milb.com/content/page.jsp?ymd=20140820&content_id=90538842&fext=.jsp&sid=t522&vkey=,1,,36,,1,,,,
1840,Millie-Gator,1644,06-May-06,,,,0,C:\MHOF\Milb\New York-Penn League\millie.jpg,http://www.milb.com/content/page.jsp?ymd=20081222&content_id=41221458&fext=.jsp&vkey=news_t558&sid=t558,1,,44,,1,,,,
1841,Allie-Gator,1644,08-Jul-99,,,,0,C:\MHOF\Milb\New York-Penn League\Allie.jpg,http://www.milb.com/content/page.jsp?ymd=20081222&content_id=41221458&fext=.jsp&vkey=news_t558&sid=t558,1,,44,,1,,,,
1842,Rascal,1635,,,,,0,C:\MHOF\Milb\New York-Penn League\rascal.jpeg,,1,,35,,1,,,,
1843,Rene,1635,,,,,0,C:\MHOF\Milb\New York-Penn League\rene.jpg,,1,,35,,1,,,,
1844,Wayne the Wizard,1751,01-Jan-93,,,"retired in 1998

Wayne the Wizard was the mascot of the Fort Wayne Wizards minor league baseball team from 1993 through 1998. Wayne was portrayed by Travis Weaver from 1996 through 1998. Weaver was recruited after a member of the Fort Wayne Wizards front office saw him as the North Side High School Redskins mascot, Chief Mac.

Wayne the Wizard was replaced by Dinger the Dragon at the start of the 1999 season.",0,C:\MHOF\Milb\Midwest League\Wayne-the-Wizard.jpg,,3,,3,,0,,,,
1845,Dinger the Dragon,1751,01-Jan-99,,,,0,C:\MHOF\Milb\Midwest League\dinger.jpg,,1,,18,,1,,,,
1847,Otey the Swamp Possum,1593,03-Nov-14,,,,0,C:\MHOF\Milb\Texas League\otey.jpg,,1,,23,55,1,,,,
1848,Bull Moose,1598,,,,,0,C:\MHOF\Milb\Texas League\moose.jpg,,1,,14,,1,,,,
1849,Ted E Bear,1598,,,,,0,C:\MHOF\Milb\Texas League\bear.jpg,,1,,5,,1,,,,
1850,Daisy,1598,,,,,0,C:\MHOF\Milb\Texas League\daisy.jpg,,1,6,46,,1,,,,
1851,Fetch,1595,06-Apr-06,,,,0,C:\MHOF\Milb\Texas League\fetch.jpg,http://www.milb.com/content/page.jsp?ymd=20081125&content_id=41102908&sid=t440&vkey=team3,1,,2,,1,,,,
1852,Sammy the Seagull,1597,,,,,0,C:\MHOF\Milb\Texas League\sammy.jpg,,1,,10,47,1,,,,
1853,Sinker the Lake Creature,1594,,,,,0,C:\MHOF\Milb\Texas League\sinker.jpg,,1,,41,,1,,,,
1854,Henry the Puffy Taco,1600,,,,,0,C:\MHOF\Milb\Texas League\taco.jpg,,1,,7,,1,,,,
1855,Southpaw,137,,,,,0,C:\MHOF\milb\Southern League\southpaw.jpg,http://www.milb.com/content/page.jsp?ymd=20061221&content_id=41270948&fext=.jsp&vkey=news_t564&sid=t564,1,,2,,1,,,,
1856,Ace,1683,,,,,0,C:\MHOF\Milb\Florida State League\ace.jpg,,1,,6,1,1,,,,
1857,South Paw,1683,,,,,0,C:\MHOF\Milb\Florida State League\southpaw.jpg,,1,,6,1,1,,,,
1858,LU,540,04-Feb-12,,,"Lamar University’s first female mascot, LU (Lou), was created and designed by LaShea and Lorence Richard and drawn by LaShea Richard and Blake Lewis. LU’s first appearance was on February 4, 2012 at the Lamar University’s men’s basketball game during an unforgettable half-time performance by her, and her dear friend Big Red. LU’s character is described as being very spirited, kind, sweet, understanding to fans, and known as a role model to females throughout the community. LU also assists Big Red in pumping up the crowd, promoting spirit, and welcoming fans.",0,C:\MHOF\DIV-I\Southland\lu.jpg,http://www.lamarcardinals.com/sports/2017/7/12/mascots.aspx,1,4,10,21,1,,,,
1859,TK the Panther,467,01-Oct-10,,,,0,C:\MHOF\Div-I\Miss_Valley\tk.jpg,https://tc.uni.edu/tk-profile,1,4,6,2,1,,,,
1860,Frieda the Falcon,219,,,,,0,C:\MHOF\DIV-I\Mid-America\frieda.jpg,,1,4,10,28,1,,,,
1861,ROCKSY THE ROCKETTE,228,31-Aug-11,,,,0,C:\MHOF\DIV-I\Mid-America\rocksy.jpg,http://www.utoledo.edu/mascot/rocksy.html,3,,3,,1,,,,
1862,Wilma Wildcat,230,,,,,0,c:\mhof\DIV-I\pac12\wilma.jpg,,1,,6,8,1,,,,
1863,Josephine Bruin,233,,,,,0,c:\mhof\DIV-I\pac12\Josephine.jpg,,1,,5,,1,,,,
1864,Ms. Wuf,112,,,,,0,C:\MHOF\DIV-I\ACC Images\mswuf.jpg,,1,,17,,1,,,,
1865,Jinx the Jaguar,429,,,,,0,c:\mhof\div-i\horizon\Jinx.jpg,,1,,6,6,1,,,,
1866,Jazzy the Jaguar,429,,,,,0,c:\mhof\div-i\horizon\jazzy.jpg,,1,,6,6,1,,,,
1867,Penny the Penguin,435,,,,,0,c:\mhof\div-i\horizon\penny.jpg,,1,,10,35,1,,,,
1868,Sooner,272,01-Jan-05,,,,0,c:\mhof\DIV-I\big12\sooner.jpg,http://www.soonersports.com/ViewArticle.dbml?DB_OEM_ID=31000&ATCLID=209078567,1,29,1,,1,Tryouts and Interviews,,,
1869,Gnarlz,325,,,,,0,c:\mhof\DIV-I\amereast\unh.jpg,,1,,6,8,1,,,,
1870,Sasha,257,,,,,0,c:\mhof\div-i\aac\houston.jpg,,1,,6,11,1,,,,
1871,NELLIE the Dolphin,340,,,,,0,c:\mhof\DIV-I\atlsun\jacksonville.jpg,,1,,11,,1,,,,
1872,Lulu,403,,,,,0,c:\mhof\DIV-I\bigsouth\mack and lulu.jpg,,1,,2,,1,,,,
1873,Willie Pride,199,,,,,0,C:\MHOF\DIV-I\Colonial Athletic Association\hofstra.jpg,,1,,6,3,1,,,,
1874,Scarlet,297,,,,,0,c:\mhof\DIV-I\sun belt\scarlet.jpg,,1,,17,,1,,,,
1875,Miss Pawla,304,,,,,0,c:\mhof\DIV-I\sun belt\misspawla.jpg,,1,,6,6,1,,,,
1876,Cubby Bear,245,,,,,0,c:\mhof\DIV-I\ivy league\brown.jpg,,1,,5,,1,,,,
1877,Alberta Gator,94,,,,,0,c:\mhof\DIV-I\sec images\alberta.jpg,,1,,44,,1,,,,
1878,Fog Horn the Sailor,954,,,,,0,C:\MHOF\DIV-II\GreatLakesInt\superiors.jpg,,3,,3,,1,,,,
1879,Scarlet,959,,,,,0,C:\MHOF\DIV-II\GreatLakesInt\cardinals.png,http://www.svsu.edu/officeofstudentlife/mascot/,1,,10,21,1,,,,
1880,#1 Fan,959,,,,,0,C:\MHOF\DIV-II\GreatLakesInt\cardinals.png,http://www.svsu.edu/officeofstudentlife/mascot/,1,,10,21,1,,,,
1881,LJ (Louie Jr.),967,,,,,0,C:\MHOF\DIV-II\GreatLakesValley\louie.jpg,,1,,2,,1,,,,
1882,Leo III,1008,,,,,0,C:\MHOF\DIV-II\Gulf South\leo.jpg,https://thart1blog.wordpress.com/tag/roar-lions/,1,,6,3,1,,,,
1883,The Statesman,1004,,,,,0,C:\MHOF\DIV-II\Gulf South\statesman.jpg,,3,,3,,1,,,,
1884,Josie Bear,312,,,,,0,c:\mhof\DIV-II\sac\lr.jpg,,1,,5,,1,,,,
1885,Mountain Cat #2,1131,,,,,0,C:\MHOF\DIV-II\Penn State\pitt.jpg,,1,,6,5,1,,,,
1886,Roxy the Greyhound,1026,,,,,0,C:\MHOF\DIV-II\Lone Star\ralph.jpg,,1,,2,,1,,,,
1887,Bella,1024,,,,,0,C:\MHOF\DIV-II\Lone Star\bella.jpg,,1,,14,,1,,,,
1888,Wilamae,651,,,,,0,C:\MHOF\NAIA\Sooner\wilamae.jpg,,1,,14,,1,,,,
1889,Willie,651,,,,,0,C:\MHOF\NAIA\Sooner\Willie.jpg,,1,,14,,1,,,,
1890,Holly,1608,,,,,0,C:\MHOF\Milb\Pioneer League\holly.jpg,,1,,10,41,1,,,,
1891,Hootz,1608,,,,,0,C:\MHOF\Milb\Pioneer League\hootz.jpg,,1,,10,41,1,,,,
1892,Mudonna,195,,,,,0,C:\MHOF\milb\International League\mudonna.jpg,,1,,10,34,1,,,,
1893,Muddy,195,,,,,0,C:\MHOF\milb\International League\muddy.jpg,,1,,10,34,1,,,,
1894,Pops,187,,,,"Born: 1934

Place of Birth: Unknown - found near train tracks in Syracuse as an infant

Occupation: Retired Engineer

Hobbies: Taking naps, dancing when things get exciting (the Mac-arena is one of his favorites), keeping his mustache well groomed

Personality: Old man-ish, a little insecure (Scooch is helping him out)

Background Information: In 1934, just after the completion of MacArthur Stadium a little bundle was found on the side of the railroad tracks in Syracuse. An engineer brought his train to a halt and picked up the bundle and was surprised to see not only a baby, but a baby with a baseball for a head.

Not sure what to do with him, the engineer decided to raise the child and named him Mac Arthur after the new Syracuse Baseball Stadium. As a child Mac would watch the Chiefs games every night from far beyond the outfield fence, away from people's sight. He loved the smell of the ballpark's green grass, the players - Hank Sauer, Mack Jones, and Carlos Delgado - and later Scooch the Chiefs mascot.

When he grew up he became an engineer himself and he would always blow the train whistle when he drove by the stadium. Now 73, Mac who was nicknamed ""Pops"" by his fellow engineers, is retired from the railroad and is ready to enjoy his golden years by spending time at Alliance Bank Stadium and becoming part of the Chiefs family and a good friend to Scooch.",0,C:\MHOF\milb\International League\Pops.jpg,,3,,8,,1,,,,
1895,Pops & Scooch,187,,,,,0,C:\MHOF\milb\International League\syracuse.jpg,,6,,,,1,,,,
1896,Mittsy,185,,,,,0,C:\MHOF\milb\International League\mittsy.jpg,,1,,10,,1,,,,
1897,Spikes,185,,,,,0,C:\MHOF\milb\International League\spikes.jpg,,1,,10,,1,,,,
1898,Paws & Sox,184,,,,,0,C:\MHOF\milb\International League\pawtucket.jpg,,6,,,,1,,,,
1899,John Brown Male Eagle,644,,,,,0,C:\MHOF\NAIA\Sooner\jbu.jpg,,1,,10,23,1,,,,
1900,John Brown Female Eagle,644,,,,,0,C:\MHOF\NAIA\Sooner\jbu.jpg,,1,,10,23,1,,,,
1901,Mr. Tiger,852,,,,,0,C:\MHOF\DIV-III\USA South\mrtiger.jpg,,1,,6,11,1,,,,
1902,Mrs. Tiger,852,,,,,0,C:\MHOF\DIV-III\USA South\mrstiger.jpg,,1,,6,11,1,,,,
1903,Male Bison - Howard,450,,,,,0,C:\MHOF\Div-I\MidEast-AC\malebison.jpg,,1,,16,,1,,,,
1904,Female Bison - Howard,450,,,,,0,C:\MHOF\Div-I\MidEast-AC\femalebison.jpg,,1,,16,,1,,,,
1907,Hamlet,1590,01-Apr-94,,,"Hamlet was the primary mascot for the Lake Elsinore Storm from the team's inception in 1994 until Thunder the Dog took the world by Storm in 2001. Hamlet still comes out for special occasions from time-to-time, but Thunder is the star of the show nowadays. 

Hamlet's name comes from the Shakespeare play Hamlet where the setting is where else, but Elsinore. 

Hamlet's backstory comes from the legend of the Lake Elsinore Monster, or just Elsie or Hamlet or "" The lake monster of Lake Elsinore.""
Sightings and descriptions of the creature date back over 100 years
1884 - An enormous sea serpent was spotted at the lake.
1934 - Sighting by C.B. Greenstreet - fast 100 feet long creature with 30 feet long tail. It was the sighting that gave the monster two names - Elsie and Hamlet, and made it famous.
1967 - A famlily saw a dark creature with humps.
1970 - Sighting by Bonne Play - she saw Elsie two times. It's a 12 feet long saurian-looking creature with humps. Some time later, 3 state park officials saw the creature swimming 50 feet away from their boat, it had 3 or 4 humps with spines.
There were few sightings in 1992.
1993 - A man saw 15 feet long, whale-looking creature.
1994 - A fisherman claimed that hooked the creature, at first he thought it was a log, but as he pulled he saw an alligator-like head. The beast broke the line and swam away.",0,C:\MHOF\Milb\California League\hamlet.jpg,,1,,18,,0,Hiring Process,,,
1908,Scottie The Lion,1280,01-May-15,,,"Scottie first arrived on Gordon's campus in 2015. This cheeky lion enjoys working out, grooming his (clearly) beautiful mane, and giving Gordon students school spirit!  Scottie is based off of the rampant lion insignia used on traditional Scottish emblems, being a lion/humanoid hybrid brought to life by a Canadian based mascot company. Often vain and full of himself, Scottie is often snarky and sassy in nature, but enjoys hanging out with the student body and always makes time for a selfie!",0,C:\MHOF\DIV-III\Commonwealth\gordon2.jpg,,1,10,6,3,1,Interviewed/tryout for team selection.,,,
1909,Colonel Claw’d,1776,,,,,0,C:\MHOF\AHL\clawd.jpg,,1,,10,25,1,,,,
1910,Devil Dawg,1761,,,,,0,C:\MHOF\AHL\devildawg.jpg,,0,,,,1,,,,
1911,Storm,1752,,,,,0,C:\MHOF\AHL\storm.jpg,,1,,6,1,1,,,,
1912,Chubby,1753,,,,,0,C:\MHOF\AHL\chubby.jpg,,1,,5,,1,,,,
1913,Skates the Gray Wolf,1768,,,,,0,C:\MHOF\AHL\skates.jpg,,1,,17,,1,,,,
1914,Sully,1762,,,,,0,C:\MHOF\AHL\sully.jpg,,1,,10,47,1,,,,
1915,Slapshot,1777,16-Oct-02,,,,0,C:\MHOF\AHL\slapshot.jpg,,1,,10,23,1,,,,
1916,Griff,1769,,,,,0,C:\MHOF\AHL\griff.jpg,,1,,10,39,1,,,,
1917,Sonar the Wolf,1754,,,,,0,C:\MHOF\AHL\Sonar.jpg,,1,,17,,1,,,,
1918,Coco the Bear,1755,,,,,0,C:\MHOF\AHL\coco.jpg,,1,,5,,1,,,,
1919,Crash,1770,16-Feb-14,,,,0,C:\MHOF\AHL\crash.png,,0,,,,1,,,,
1920,Cosmo,1763,,,,,0,C:\MHOF\AHL\cosmo.jpg,,1,,7,,1,,,,
1921,MeLVin,1756,,,,,0,C:\MHOF\AHL\melvin.jpg,,1,,7,,1,,,,
1922,Mick E. Moose,1771,01-Jan-93,,,,0,C:\MHOF\AHL\mick.jpg,https://moosehockey.com/community/mick-e-moose/,1,,14,,1,,,,
1923,Roscoe,1772,16-Jan-98,,,,0,C:\MHOF\AHL\roscoe.jpg,http://www.milwaukeeadmirals.com/roscoe,1,,,,1,,,,
1924,Kingston,1778,,,,,0,C:\MHOF\AHL\kingston.jpg,,0,,,,1,,,,
1925,Samboni,1757,,,,,0,C:\MHOF\AHL\samboni.jpg,,1,,5,,1,,,,
1926,The Moose,1764,,,,,0,C:\MHOF\AHL\moose.jpg,,1,,14,,1,,,,
1927,Hammy Hog,1773,,,,,0,C:\MHOF\AHL\hammy.jpg,,1,,,,1,,,,
1928,T-Bone,1774,20-Mar-02,,,,0,C:\MHOF\AHL\tbone.jpg,,1,,16,,1,,,,
1929,Gulliver,1779,,,,,0,C:\MHOF\AHL\gulliver.jpg,,1,,10,47,1,,,,
1930,Frenzy,1780,23-Jan-16,,,,0,C:\MHOF\AHL\frenzy.jpg,,1,17,11,,1,Interview,,,
1931,Boomer,1758,,,,,0,C:\MHOF\AHL\boomer.jpg,,0,,,,1,,,,
1932,Frankie the Firebird,1781,,,,,0,C:\MHOF\AHL\frankie.png,,1,,10,,1,,,,
1933,Al the Ice Gorilla,1765,,,,,0,C:\MHOF\AHL\crunch.jpg,,1,,39,,1,,,,
1934,Ringo,1775,,,,,0,C:\MHOF\AHL\ringo.jpg,http://www.texasstars.com/media-fanzone/ringo,1,,,,1,,,,
1935,Duke,1766,,,,,0,C:\MHOF\AHL\duke.jpg,,1,3,2,,1,,,,
1936,Dusty,1782,27-Oct-16,,,,0,C:\MHOF\AHL\dusty.jpg,,1,,10,40,1,,,,
1937,Audie,1767,,,,,0,C:\MHOF\AHL\audie.jpg,,1,3,33,,1,,,,
1938,Tux,1759,,,,,0,C:\MHOF\AHL\tux.jpg,,1,,10,35,1,,,,
1939,Belleville Mascot,1760,,,,"New mascot to be introduced February 15, 2019",0,C:\MHOF\AHL\belleville.jpg,,0,,,,1,,,,
1940,Gunnar,1784,,,,,0,c:\MHOF\ECHL\gunnar.jpg,,0,,,,1,,,,
1941,Biscuit the Bulldog,1805,15-Oct-10,,,"Amazing! Mascots & Sugar's Costumes
Biscuit the American Bulldog joined the Allen Americans after an extensive search for the American's mascot. He expressed strong interest in being a part of the organization and when the team signed him, he marked it down as the best day of his life. Since making his official debut October 15th at home against the Brahmas, he has gone on to become an integral part of the team. Whether dancing during stoppages in play, competing on the ice during intermissions or doing work in the community, Biscuit is enjoying his time in Allen immensely and looks forward to many years more years with the team.",0,c:\MHOF\ECHL\biscuit.jpg,,1,3,2,,1,,,,
1942,Maximus the Lion,1791,,,,,0,c:\MHOF\ECHL\maximus.jpg,,0,,,,1,,,,
1943,Boomer,1785,,,,,0,c:\MHOF\ECHL\boomer.jpg,,0,,,,1,,,,
1944,Twister,1799,,,,,0,c:\MHOF\ECHL\twister.jpg,,0,,,,1,,,,
1945,Swampee the Alligator,1792,,,,,0,c:\MHOF\ECHL\swampee.jpg,,0,,,,1,,,,
1946,Icy D. Eagle,1800,,,,,0,c:\MHOF\ECHL\Icyd.jpg,,0,,,,1,,,,
1947,Stomper,1793,,,,,0,c:\MHOF\ECHL\stomper.jpg,,0,,,,1,,,,
1948,Blue,1806,01-Jan-98,,,,0,c:\MHOF\ECHL\blue.jpg,http://www.idahosteelheads.com/meet-the-mascot/,1,4,5,,1,Usually  the mascot is invited to try out from an email list of hockey players in the local area.  This mascot needs to be able to skate on the ice.,,,
1949,Nitro,1801,,,,,0,c:\MHOF\ECHL\nitro.jpg,,0,,,,1,,,,
1950,Fang,1794,,,,,0,c:\MHOF\ECHL\fang.jpg,,0,,,,1,,,,
1951,Slappy,1802,,,,,0,c:\MHOF\ECHL\slappy.jpg,,0,,,,1,,,,
1952,Mac,1807,,,,,0,c:\MHOF\ECHL\mac.jpg,,0,,1,,1,,,,
1953,Beacon the Puffin,1786,,,,,0,c:\MHOF\ECHL\beacon.jpg,,0,,10,,1,,,,
1954,Max,1787,,,,,0,c:\MHOF\ECHL\max.jpg,,1,,6,,1,,,,
1955,Buddy the Puffin,1788,18-Oct-92,,,"The American Hockey League came to St. John’s, the most easterly point of North America in 1991, as the affiliate to the Toronto Maple Leafs. The St. John’s Maple Leafs unvieled their mascot Buddy the Puffin at the start of the teams second season October 1992. The Puffin is the provincial bird and the name “Buddy” is so synonymous with Newfoundland culture. Buddy wore a St. John’s Maple Leafs jersey sporting the number 92 reflecting the year he entered the league. The original performer was there for two and half seasons and I took over when he quit. The leafs eventually left Newfoundland in 2005 to be closer to the parent club in Toronto. From 2005-2008 the Quebec Major Junior Hockey League occupied the vacancy of the Leafs with the new jr. team St. John’s Fogdevils. I wasn’t their teams mascot. The AHL made its way back to the island in 2011, but only stuck around for six seasons. Four seasons as the Winnipeg Jets farm team and two as the Montreal Canadiens. I was asked to be part the St. John’s Icecaps as their mascot and Buddy the Puffin was taken out of retirement. Once again the league left the capital city leaving a vanacy of pro hockey for just one year. In its absence a minor pro basketball league filled the void, no mascot for use for the St. John’s Edge in its inaugural season of the National Basketball League of Canada. With just a year with no hockey, the East Coast Hockey League was welcomed with open arms into a city who has now become something of a sports town, known before as a hockey town. The Newfoundland Growlers began play in October of 2018 and welcome Buddy the Puffin as the teams mascot. A month later, the Edge also introduced Buddy as their team cheerleader. I have been performing the character of Buddy the Puffin since the 27th day of December 1994. Over 700 games, in 18 seasons, three hockey clubs and a basketball team over a span of 25 years. I’ve done over three thousand and more outside appearances for private functions, corporate sponsor events, Birthday party’s and special events. I have attended Many AHL all star weekends and even had a opportunity to perform on the big stage in the NHL. Each March the AHL would have a fan poll on their Facebook page, to vote on who was the leagues best mascot. I consider myself one of the best ones in the league along side the many others who do what I do. I won the popularity contest in two occasions in 2013 and ‘17. This has been the utmost amazing job I ever had. I don’t think of it as a job, it’s like living another identity and the freedom to be anybody I want to be without judgement. I’ve met some amazing individuals, too many to mention. One in particular I will mention has made it his mission to make it to the big leagues. Most kids want to be pro hockey players or athletes, while other kids would rather be the person singing the anthem , or driving the Zamboni. Chad Spencer made it his mission and is now a member of the Edmonton Oilers. Chad made his statement with his alter ego “Tux”, with the Wilkes-Barre Scranton Penguins, the affiliate to the Pittsburgh Penguins. When I first met him he spoke of his drive to eventually one day work in the NHL. Now Chad is the new mascot for the Edmonton Oilers. Not sure when I’ll retire, but how do you retire from a position you love. I wake up the morning after a game thinking a freight train had hit me. Whether I’m an ageless wonder or a sucker for punishment, seeing the smiles on people’s faces, the laughter from children and the respect from the players I’m supporting night in and night out. It takes a special person to do what we do, it also takes a boat load of patience. Make one thing certain, it’s a job I’ll always be proud of and will continue to respect the name on the back as my own and work hard for the team I represent no matter what crest I have worn. Chris Abbott",0,c:\MHOF\ECHL\growler.jpg,,1,4,10,56,1,I was asked and said yes.,,,
1956,Hat Trick,1795,06-Oct-00,,,Team held a contest and Hat Trick was born. Its a play on words hes a rabbit and enjoys hockey.,0,c:\MHOF\ECHL\hattrick.jpg,,1,19,26,,1,,,,
